Year,Term,Subject,Number,Course Title,Sched Type,Primary Instructor,GPA
2016,Spring,CLCV,220,The Animal Self,LCD,"Williams, Craig A",2.8592307692307695
2020,Spring,FR,102,Elementary French II,LCD,"Swisher, Emily R",3.5404761904761908
2014,Fall,MATH,441,Differential Equations,LCD,"Hur, Mi Kyoung",2.513076923076923
2019,Fall,GS,199,Intro to Engineering for PREP,LCD,"Holterman, Christopher J",3.795
2010,Spring,FIN,490,Private Equity,LAB,"Bengtsson, Lars O",3.3753125
2016,Spring,CS,465,User Interface Design,LCD,"Kirlik, Alex",3.4193714285714285
2013,Fall,KIN,104,Ice Skating,LAB,"Clarke, Caitlin L",3.709090909090909
2018,Spring,VM,604,Structure and Function III,,"Coleman, David A",2.582089552238806
2018,Spring,PS,201,US Racial & Ethnic Politics,,"Wong, Cara J",2.9524038461538464
2017,Fall,HIST,101,History Now!,,"Steinberg, Mark D",3.359736842105263
2010,Fall,RHET,105,Principles of Composition,LCD,"Joseph, Terra D",3.272727272727273
2018,Spring,UP,205,Ecology & Env Sustainability,,"Schneider, Daniel W",3.01725
2013,Fall,UP,405,Watershed Ecology and Planning,LEC,"Schneider, Daniel W",3.362083333333333
2016,Spring,RST,370,Research Methods & Analysis,LCD,"Browning, Matthew",3.488148148148148
2015,Fall,CS,440,Artificial Intelligence,LCD,"Lazebnik, Svetlana",3.2004494382022464
2016,Fall,GS,101,Exploring General Studies,,"Sullivan, Erin",3.4600000000000004
2020,Fall,CS,173,Discrete Structures,OLC,"Viswanathan, Mahesh",3.32448275862069
2019,Spring,PHIL,214,Biomedical Ethics,LCD,"Bu, Xiaomeng",3.234255319148936
2015,Spring,MCB,101,Intro Microbiology Laboratory,LAB,"Chapman, Kenneth",3.54
2014,Fall,MACS,317,History of Communication,LCD,"Ciafone, Amanda M",3.3983333333333334
2010,Spring,PS,302,The US Constitution II,LCD,"Pahre, Jennifer N",3.1921276595744676
2021,Fall,NPRE,448,Nuclear Syst Engrg & Design,LCD,"Brooks, Caleb",2.839354838709677
2020,Fall,EDUC,202,Social Justice Sch & Society,OD,"Irvin, Alissa G",3.3769565217391304
2011,Spring,ADV,481,Advertising Research Methods,LEC,"Oh, Sang Do",3.9081632653061225
2010,Fall,ARTD,226,Product Innovation,LAB,"Weightman, David I",3.4441666666666664
2010,Spring,GER,205,Germany and Europe,LCD,"Jenkins, Robert J",3.4504347826086956
2019,Spring,CHBE,430,Unit Operations Laboratory,LEC,"Mitrovski, Svetlana",3.877123287671233
2018,Spring,TE,360,Lect in Engrg Entrepreneurship,,"Harbourt, Christopher M",3.7821153846153845
2015,Spring,MATH,286,Intro to Differential Eq Plus,LCD,"Udrea, Bogdan T",2.7793750000000004
2019,Fall,UP,430,Urban Transportation Planning,LCD,"Braun, Lindsay M",3.7040740740740743
2013,Spring,ME,199,Automotive Design Projects,LCD,"Philpott, Michael L",3.761904761904762
2018,Fall,UP,260,Social Inequality and Planning,LEC,"Huq, Efadul",3.6960869565217394
2013,Fall,JOUR,200,Introduction to Journalism,LCD,"Follis, Jennifer E",3.3268108108108105
2017,Fall,LAW,609,Legal Writing & Analysis,,"Schulte, Aylon",3.235
2018,Fall,PHYS,582,General Field Theory,LEC,"Fradkin, Eduardo H",3.1566666666666663
2018,Spring,ECON,103,Macroeconomic Principles,,"Ma, Sen",3.29
2013,Spring,CI,431,Tchg Elementary Mathematics,LCD,"Elrick, Douglas G",3.332962962962963
2017,Fall,MATH,444,Elementary Real Analysis,,"Oikhberg, Timur",3.2053846153846157
2014,Spring,PHIL,202,Symbolic Logic,LCD,"Gyenis, Balazs",2.73
2010,Fall,NPRE,457,Safety Anlys Nucl Reactor Syst,LCD,"Ragheb, Magdi",3.6818181818181817
2016,Fall,JOUR,360,The Media and You,,"Tate, Alexis M",3.49448275862069
2018,Fall,TAM,470,Computational Mechanics,LCD,"Fischer, Paul",3.297872340425532
2015,Fall,ECON,450,Development Economics,LCD,"Veras De Paiva, Henrique",3.061851851851852
2014,Spring,SOCW,532,Practice Evaluation,ONL,"Wilson Smith, Carol J",3.9583333333333335
2014,Fall,IHLT,102,Survey of Interdisc Health,LCD,"Pence, Ari A",3.672372881355932
2016,Spring,MATH,414,Mathematical Logic,LCD,"Solecki, Slawomir",2.410769230769231
2017,Spring,CHEM,105,General Chemistry Lab II,,"Devasia, Dinumol",3.9200000000000004
2011,Fall,RHET,105,Principles of Composition,LCD,"Larsen, Linda",3.713181818181818
2018,Summer,CHEM,102,General Chemistry I,LEC,"Gunasekera, Mutha Merenna",2.1956097560975607
2013,Spring,LER,110,Labor and Social Movements,ONL,"Simpson, Patricia A",2.5117857142857143
2020,Fall,LAST,210,Life in the Andes,OD,"Molina-Vital, Carlos R",3.92
2017,Fall,AFRO,100,Intro to African American St,,"McMillion, Desiree Y",3.3442424242424247
2017,Spring,NPRE,483,Seminar on Security,,"Singer, Clifford E",3.638260869565218
2014,Spring,MUS,133,Introduction to World Music,LEC,"Gordon, Lillie S",3.298074866310161
2011,Fall,SOCW,427,Social Work Research Methods,LCD,"Shepke, Frank T",3.2783333333333338
2018,Spring,ECE,416,Biosensors,,"Cunningham, Brian T",3.2840000000000003
2021,Spring,ANSC,207,Science of Pets and Their Care,ONL,"Au, Wesley",3.4074074074074074
2016,Fall,HIST,335,Middle East 1566-1914,,"Cuno, Kenneth M",3.306923076923077
2012,Fall,KIN,257,"Coordination, Control & Skill",LEC,"Sosnoff, Jacob J",3.132019230769231
2012,Fall,CI,406,Thry Prac in Elem Schl Tch I,LCD,"Murray, Natasha C",3.6059259259259258
2011,Summer,ATMS,302,Atmospheric Dynamics I,LEC,"Baidya Roy, Somnath",2.6792307692307693
2017,Fall,ANTH,241,Human Biological Variation,,"Konigsberg, Lyle W",3.318636363636364
2010,Fall,GEOL,100,Planet Earth,DIS,"Long, Ann D",3.064230769230769
2012,Fall,UP,312,Communication for Planners,LEC,"Chakraborty, Arnab",2.9908333333333337
2013,Fall,EIL,422,Engl Grammar for ESL Teachers,ONL,"Ionin, Tania",3.254761904761905
2021,Fall,LAS,101,Design First Year Experience,DIS,"Loidl, Viktoria",3.6932
2010,Fall,CPSC,440,Applied Statistical Methods I,LEC,"Bullock, Donald G",3.407697841726619
2014,Fall,HORT,240,Plant Propagation,LEC,"Kushad, Mosbah M",3.6033333333333335
2013,Fall,RLST,110,World Religions,DIS,"Lindsay, Colleen E",3.2953846153846156
2015,Spring,ANTH,240,Biological Anthropology,DIS,"Roseman, Charles C",3.045
2018,Spring,KIN,340,Soc & Psych of Phys Activity,,"Petruzzello, Steven J",3.4612499999999997
2014,Fall,LER,597,Employee Motivation & Perfmnce,LCD,"Franz, Gentz H",3.715925925925926
2018,Spring,RST,255,Ethical Issues in RST,,"Hardin, Donald R",2.3636363636363638
2021,Spring,PSYC,201,Intro to Social Psych,OD,"Hyland, William",3.235853658536586
2011,Summer,ECE,350,Fields and Waves II,DIS,"Cangellaris, Andreas C",2.8571428571428577
2016,Fall,GS,101,Exploring General Studies,,"Farr, Teresa J",3.3402127659574465
2021,Fall,MCB,493,Virology,LCD,"Brooke, Christopher B",3.3986111111111112
2016,Spring,ECON,102,Microeconomic Principles,Q,"Grigoryan, Aram",3.5164999999999997
2016,Spring,PSYC,201,Intro to Social Psych,LEC,"Albarracin, Dolores",3.1669047619047626
2014,Fall,MSE,498,Computational Mat'ls Sci & Eng,LCD,"Ferguson, Andrew",3.7442307692307697
2015,Fall,CHEM,312,Inorganic Chemistry,LEC,"Lu, Yi",3.12
2011,Fall,BTW,250,Principles Bus Comm,LCD,"McQuiston, Erin M",3.757727272727273
2013,Spring,CEE,350,Water Resources Engineering,LCD,"Garcia, Marcelo H",3.5
2011,Fall,CS,105,Intro Computing: Non-Tech,LBD,"Gambill, Thomas N",3.1371794871794876
2013,Fall,EIL,411,Intro to TESL Methodology,LCD,"Walters, Francis S",3.9204761904761902
2015,Spring,ENGL,103,Intro to Fiction,LCD,"Labella, John B",3.580434782608696
2014,Spring,ART,100,Understanding Visual Culture,ONL,"Burns, Jennifer",3.638936170212766
2019,Spring,ECON,302,Inter Microeconomic Theory,DIS,"DiIanni, Isaac",3.059117647058823
2010,Spring,EPSY,220,Career Theory and Practice,LCD,"Weidenbenner, Jennifer V",3.782608695652174
2021,Fall,ACCY,405,Assurance and Attestation,LCD,"Lullo, Michael J",3.4355555555555553
2019,Fall,SHS,375,Comm Partners & Health,DIS,"Olson, Jaime L",3.8536
2015,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Swigart, James P",2.6538461538461537
2015,Fall,ECON,502,Economic Statistics,LEC,"Toossi, Ali",3.318695652173913
2015,Spring,ECON,103,Macroeconomic Principles,Q,"Schneider, Rodrigo A",2.685135135135135
2019,Spring,ACCY,202,Accounting and Accountancy II,DIS,"Shapland, Julia P",3.041875
2021,Spring,CS,498,Computational Advertising,ONL,"Sundaram, Hari",3.8004000000000002
2012,Fall,ECE,101,Exploring Digital Info Technol,LEC,"Schmitz, Christopher",3.18
2018,Spring,PS,321,Principles of Public Policy,,"Hinchliffe, Joseph",2.8168965517241378
2020,Fall,LAS,101,Design First Year Experience,DIS,"Soranso, Murillo S",3.397692307692308
2017,Spring,ECE,329,Fields and Waves I,,"Lee, Minjoo L",3.0154545454545456
2011,Spring,PSYC,201,Intro to Social Psych,LEC,"Guo, Jing",3.08531914893617
2014,Spring,ANSC,110,Life With Animals and Biotech,LCD,"Kesler, Darrel J",3.6666666666666665
2018,Spring,ECON,302,Inter Microeconomic Theory,,"Mocanu, Tatiana",2.583611111111111
2012,Fall,ENGL,202,Medieval Lit and Culture,LCD,"Chandler, Erin D",3.1734482758620683
2019,Spring,ECON,303,Inter Macroeconomic Theory,DIS,"McDermott, Eric M",2.8499999999999996
2013,Summer,ECE,342,Electronic Circuits,LEC,"Schutt-Aine, Jose E",3.228684210526316
2015,Fall,ACCY,502,Accounting Analysis II,LCD,"Schwartz, Rachel",3.4115789473684215
2019,Fall,ECON,203,Economic Statistics II,LAB,"Armendariz Buau, Ramses Y",3.0832500000000005
2019,Fall,GS,101,Exploring General Studies,ONL,"Myers, Michael D",3.1500000000000004
2016,Fall,BIOE,414,Biomedical Instrumentation,,"Pool, Marcia A",3.3331249999999994
2018,Fall,AE,402,Orbital Mechanics,LCD,"Conway, Bruce A",2.842372881355932
2021,Fall,SOC,479,Law and Society,LEC,"Atiles Osoria, Jose M",3.841639344262295
2017,Spring,TSM,352,Land and Water Mgt Systems,,"Cooke, Richard A",2.6737777777777776
2013,Spring,MATH,231,Calculus II,LEC,"Dowdall, Spencer D",2.780588235294117
2014,Fall,ECON,203,Economic Statistics II,LAB,"Petry, Joseph A",2.6732692307692307
2016,Spring,THEA,262,Literature of Modern Theatre,LCD,"Bright, Latrelle S",3.282051282051282
2019,Spring,ECE,420,Embedded DSP Laboratory,LEC,"Brokish, Jeffrey M",3.6671153846153848
2021,Fall,ACES,101,Contemporary Issues in ACES,DIS,"Miller, Carli J",3.8616666666666664
2015,Fall,LAW,604,Criminal Law,LCD,"Ross, Jacqueline E",3.205
2010,Fall,CMN,111,Oral & Written Comm I,LCD,"Sharabi, Liesel",3.536521739130435
2019,Spring,MUS,499,Popular Music Production,LCD,"Holden, Alexis L",3.588529411764706
2021,Fall,BADM,275,Operations Management,LCD,"Han, Rongqing",3.734897959183673
2018,Fall,ACCY,504,Auditing,LCD,"Pesch, Heather L",3.4451282051282046
2014,Fall,ECON,490,Economics of Information,LCD,"Williams, Steven R",3.376774193548387
2015,Fall,CHBE,421,Momentum and Heat Transfer,LEC,"Diao, Ying",2.753478260869565
2021,Fall,BADM,566,Supply Chain Management,LCD,"Seshadri, Sridhar",3.8338636363636365
2016,Spring,MUS,450,U of I Symphony Orchestra,PR,"Farias Gonzalez, Carlos G",3.9696969696969697
2012,Fall,STAT,400,Statistics and Probability I,LEC,"Huang, Yinxiao",2.820857142857143
2016,Fall,ACCY,301,Atg Measurement & Disclosure,,"Wang, Zhiguang",3.2527999999999997
2014,Spring,MATH,285,Intro Differential Equations,LCD,"Manfroi, Aldo J",3.04030303030303
2019,Fall,SE,100,Introduction to ISE,LCD,"Krishnan, Girish",3.80222972972973
2015,Fall,CS,210,Ethical & Professional Issues,LCD,"Cunningham, Ryan M",3.634702702702703
2021,Fall,CHEM,332,Elementary Organic Chem II,OLC,"Koerner, Michael",2.59712
2010,Fall,PSYC,100,Intro Psych,LCD,"Lam, Tuan Q",3.0534090909090916
2015,Fall,MATH,220,Calculus,LEC,"Murphy, Robert F",2.655
2012,Fall,ECON,102,Microeconomic Principles,Q,"Xie, Xiaoying",2.8924324324324324
2019,Fall,FSHN,461,Food Processing I,LEC,"Feng, Hao",3.5847368421052628
2018,Fall,ME,370,Mechanical Design I,LCD,"Ferreira, Placid M",3.3251219512195127
2011,Fall,ARTH,111,Ancient to Medieval Art,DIS,"Davis, Jenelle",3.4720833333333334
2018,Spring,EPSY,420,Theories of Psychotherapy,,"Kinderman, Lisa",3.260087719298246
2010,Spring,IB,101,Biological Sciences,LEC,"Dole, Robert E",3.3181818181818183
2013,Spring,CHEM,232,Elementary Organic Chemistry I,ONL,"Llewellyn, Nicholas",2.853075170842825
2017,Fall,SOCW,402,Practice II,,"Cintron, Valerie",3.121818181818182
2017,Spring,KIN,352,Bioenergetics of Movement,,"Burd, Nicholas A",3.4
2011,Summer,BADM,567,Process Management,LCD,"Anand, Gopesh J",3.59811320754717
2017,Fall,CHLH,243,Drug Use and Abuse,,"Kersh, Renique",3.811256906077348
2020,Spring,ECE,490,Introduction to Optimization,DIS,"Yarkony, Elad",3.7089583333333334
2014,Fall,THEA,101,Introduction to Theatre Arts,ONL,"Morrissette, Jason W",3.726222222222223
2014,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.7427272727272727
2012,Fall,RLST,104,Asian Mythology,DIS,"Evers, John R",3.25
2015,Spring,ACE,261,Applied Statistical Methods,LEC,"Rokicki, Bartlomiej",1.9226785714285712
2016,Spring,HDFS,426,Family Conflict Management,DIS,"Ferguson, Gail M",3.2034146341463416
2019,Fall,NRES,219,Principles of Ecosystem Mgmt,LEC,"Yannarell, Anthony",3.0426595744680855
2016,Spring,CHLH,199,Undergraduate Open Seminar,LCD,"Orazio, Elora E",3.4
2010,Spring,HIST,106,Modern Latin America,DIS,"Jacobsen, Nils P",3.1464
2012,Fall,GS,101,Exploring General Studies,LCD,"Kotowski, Jennifer",3.685714285714285
2018,Fall,PHYS,580,Quantum Mechanics I,LEC,"Song, Jun",3.141515151515151
2011,Summer,LER,100,Introduction to Labor Studies,ONL,"Hawking, Carol J",2.3207692307692307
2019,Fall,ECON,302,Inter Microeconomic Theory,DIS,"DiIanni, Isaac",2.552105263157895
2015,Spring,CI,415,"Lang Varieties,Cult,& Learning",LCD,"Lee, Alice Y",3.950740740740741
2017,Spring,EPS,310,Race and Cultural Diversity,,"Anderson, James D",3.4729166666666664
2014,Fall,PS,348,Gov & Pol in Western Europe,LCD,"Kourtikakis, Konstantinos",3.3496428571428574
2010,Fall,GEOL,100,Planet Earth,DIS,"Long, Ann D",3.0668
2021,Fall,CLCV,114,Introduction to Greek Culture,LEC,"Sanders, Kirk",3.295409836065574
2010,Fall,BTW,250,Principles Bus Comm,LCD,"Sheets, Frank R",3.726086956521739
2011,Summer,KIN,100,Cond & Wt Control,LAB,"Leyshon, Kyle R",3.6363636363636362
2019,Fall,HIST,269,Jewish History Since 1700,ONL,"Avrutin, Eugene M",3.3089999999999997
2019,Spring,SPED,448,Curriculum Development III,LCD,"Light Shriner, Cheryl L",3.6
2015,Fall,BADM,395,Negotiations,LCD,"Loewenstein, Jeffrey",3.3121875
2013,Spring,MATH,220,Calculus,LEC,"Murphy, Robert F",2.0886127167630057
2017,Fall,ATMS,201,General Physical Meteorology,,"Snodgrass, Eric R",3.681063829787234
2012,Fall,ECE,310,Digital Signal Processing,LEC,"Bresler, Yoram",2.800833333333333
2016,Fall,RST,316,Leisure and Human Development,,"Morris, Lynn B",3.157352941176471
2015,Fall,BADM,310,Mgmt and Organizational Beh,ONL,"Shabbir, Muhammad S",3.855945945945946
2017,Spring,BADM,551,Managing Intellectual Property,,"Bradley, Joe A",3.784651162790698
2015,Fall,CHEM,332,Elementary Organic Chem II,LEC,"Koerner, Michael",2.4432867132867138
2011,Summer,PSYC,414,"Brain, Learning, and Memory",LEC,"Gold, Paul E",3.4000000000000004
2011,Summer,RLST,120,A History of Judaism,LCD,"Weiss, Dov Y",3.4549999999999996
2015,Fall,ANTH,262,Women's Lives,LCD,"Gottlieb, Alma J",2.953448275862069
2020,Spring,ECE,210,Analog Signal Processing,LEC,"Alvarez, Juan",2.6059090909090905
2017,Winter,RST,100,RST in Modern Society,,"Shinew, Kimberly J",3.8636363636363638
2017,Fall,IS,561,Information Modeling,,"Schneider, Jodi A",3.871935483870968
2017,Summer,ACCY,303,Atg Institutions and Reg,,"Wang, Dongyi",3.2881818181818185
2013,Spring,ENGL,251,The American Novel Since 1914,LCD,"McQuiston, Erin S",3.2167647058823525
2011,Fall,ARTD,226,Product Innovation,LAB,"Weightman, David I",3.580967741935484
2014,Spring,GEOG,204,Cities of the World,LCD,"DeMuynck, Erin M",3.790857142857143
2016,Fall,SOCW,589,Social Work and the Law,,"Kopels, Sandra L",3.7624999999999997
2019,Spring,LAW,303,Living the Law,LEC,"Pahre, Jennifer N",3.6759999999999997
2015,Spring,MATH,413,Intro to Combinatorics,LCD,"Reznick, Bruce A",3.5334285714285714
2010,Spring,MCB,252,"Cells, Tissues & Development",DIS,"Murali, Ranjani",3.524761904761905
2017,Fall,AGED,230,Leadership Communications,,"Keating, Kari H",3.480714285714286
2017,Spring,MATH,472,Actuarial Theory II,,"Wang, Ying",2.6725396825396825
2011,Spring,LAW,602,Property,LCD,"Hamilton, Daniel W",3.3939999999999997
2011,Spring,HIST,211,History of Southern Africa,DIS,"Barnes, Teresa A",3.5559649122807016
2019,Spring,ADV,150,Introduction to Advertising,LCD,"Hall, Steven R",3.6285858585858586
2019,Fall,HIST,171,US History to 1877,DIS,"Kosovych, Silvia",2.9130434782608696
2013,Fall,ANSC,222,Anatomy and Physiology,LEC,"Wheeler, Matthew B",3.3929473684210523
2016,Spring,PSYC,396,Psychology of Gender,LCD,"Shenouda, Christine K",3.3108474576271187
2014,Spring,CHLH,244,Health Statistics,LEC,"Andrade, Flavia C",3.046551724137931
2012,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Swigart, James P",3.25
2017,Fall,ACE,161,Microcomputer Applications,,"Lo, Alexander C",3.8846153846153846
2013,Spring,ARCH,409,Special Topics in French Arch,LCD,"Meehan, Patricia",3.510625
2021,Fall,MSE,101,Materials in Today's World,LEC,"Goodman, Matthew D",3.6669047619047617
2013,Fall,ACES,101,Contemporary Issues in ACES,DIS,"Simmons, F W",3.9130434782608696
2021,Summer,SBC,507,Promotional Strategy,ONL,"Nelson, Michelle R",3.60953125
2011,Fall,CS,105,Intro Computing: Non-Tech,LBD,"Gambill, Thomas N",3.14975
2012,Fall,IS,458,Instruction and Assistance Sys,ONL,"Wong, Melissa A",3.6808333333333336
2010,Fall,BADM,593,Research in Special Fields,LCD,"Shavitt, Sharon",3.52
2014,Fall,ECE,340,Semiconductor Electronics,DIS,"Kim, Kyekyoon",2.652093023255814
2021,Fall,MCB,314,Introduction to Neurobiology,OLC,"Llano, Daniel A",2.2824742268041236
2015,Spring,GWS,363,"Gender, Health & Pop Culture",LCD,"Flynn, Karen",3.3857692307692306
2018,Spring,ANSC,207,Companion Animal Biology &Care,,"Lewis, Justin D",3.844827586206896
2020,Spring,ACCY,506,Advanced Topics in Accounting,LCD,"Urcan, Oktay",3.7845945945945947
2019,Summer,ASTR,330,Extraterrestrial Life,ONL,"Wen, Di",3.7989583333333337
2020,Spring,SPED,322,Intro Intellectual Disability,LCD,"Light Shriner, Cheryl L",3.8879310344827585
2017,Spring,ACCY,510,Financial Reporting Standards,,"Hepp, John",3.4562962962962964
2010,Spring,SPAN,478,Topics Secondary Lang Tchg,LCD,"Andrews, Dianne",3.782608695652174
2012,Fall,ACCY,510,Financial Reporting Standards,LCD,"Doogar, Rajib K",3.4655263157894742
2012,Fall,KIN,387,Exper in the Agency Setting,LEC,"Carlson, Kristin N",3.9103846153846153
2016,Fall,BIOE,302,Modeling Human Physiology,,"Sutton, Brad",3.296875
2015,Spring,ECON,102,Microeconomic Principles,Q,"Szewerniak, Wojciech W",2.784838709677419
2011,Fall,CHLH,206,Human Sexuality,LCD,"Darfour-Oduro, Sandra A",2.7431818181818177
2014,Spring,CS,425,Distributed Systems,LCD,"Vaidya, Nitin H",3.2553333333333327
2021,Fall,ECE,417,Multimedia Signal Processing,LEC,"Hasegawa-Johnso, Mark A",3.516774193548387
2016,Spring,BTW,250,Principles Bus Comm,LCD,"Don, Michael L",3.680869565217391
2019,Spring,LER,590,"Work, Family and Orgnizations",LCD,"Kramer, Amit",3.87
2016,Fall,PHYS,582,General Field Theory,,"Fradkin, Eduardo H",3.487948717948718
2018,Fall,GS,101,Exploring General Studies,LCD,"Myers, Michael D",3.2542857142857136
2011,Fall,KIN,104,Skating Activities,LAB,"Weber, Melissa B",3.8975
2011,Summer,RLST,132,Zen,LCD,"Mayer, Alexander L",3.5968421052631583
2016,Spring,PHYS,214,Univ Physics: Quantum Physics,LEC,"Eckstein, James N",2.993130434782609
2011,Fall,ARTD,301,Industrial Design III,LAB,"Bullock, William C",2.7750000000000004
2015,Fall,BADM,380,International Business,LCD,"Martinez, Candace A",3.728421052631579
2012,Fall,CHEM,103,General Chemistry Lab I,LAB,"Papadopoulos, Theodore",3.6166666666666667
2012,Fall,ECON,102,Microeconomic Principles,Q,"Fernandez, Santiago J",3.213611111111111
2020,Spring,ACE,335,Food Marketing and Behavior,LCD,"Ellison, Brenna",3.7905555555555557
2016,Fall,FAA,101,Arts at Illinois,,"Edwards, Mary M",3.5996541786743514
2017,Fall,CS,450,Numerical Analysis,,"Fischer, Paul",3.23216
2012,Fall,MATH,471,Actuarial Theory I,LCD,"Johnson, Paul H",2.8891111111111107
2012,Fall,GS,101,Exploring General Studies,LCD,"Heinold, Jennifer",3.786944444444445
2013,Fall,CHLH,380,Orientation to Internship,LCD,"Farner, Susan M",3.9262295081967213
2010,Fall,BTW,261,Principles Tech Comm,LCD,"Grohens, Joseph",3.609130434782609
2012,Fall,ACCY,303,Atg Institutions and Reg,LCD,"Brown, Timothy J",3.2371052631578947
2014,Fall,PSYC,336,Self In Virtual Communities,LEC,"Hunter, Carla D",3.608695652173913
2010,Spring,GEOL,100,Planet Earth,DIS,"Mager, Stephanie M",3.0161904761904763
2010,Fall,IB,429,Animal Behavior,LEC,"Suarez, Andrew",3.4863387978142075
2015,Fall,ARCH,451,Theory & Design Steel & Timber,LEC,"Aminmansour, Abbas",3.0553164556962025
2021,Fall,NRES,100,Fundamentals of Env Sci,OLB,"Lynch, Lauren R",3.6429090909090904
2010,Fall,LER,570,Leadership for HR Managers,LCD,"Dencker, John C",3.7659259259259263
2015,Spring,HORT,107,Introduction to Floral Design,LAB,"Noland, Dianne A",3.4811111111111113
2014,Spring,LER,100,Introduction to Labor Studies,ONL,"Stewart, Beverly L",2.3699999999999997
2019,Spring,SOCW,515,Intg Health Care Pol and Svcs,ONL,"Tabb, Karen M",3.8457142857142856
2015,Spring,REHB,435,Work and Disability,LEC,"Siebel, Marissa B",3.9075925925925925
2020,Spring,HIST,100,Global History,LCD,"Chmiel, Agata A",3.053548387096774
2020,Fall,TSM,100,Technical Systems in Agr,ONL,"Raveendran Nair, Gopu",2.8721666666666663
2016,Winter,BADM,300,The Legal Environment of Bus,,"Marrs, Gregory A",2.9318072289156625
2014,Spring,PATH,433,Virology & Viral Pathogenesis,LEC,"Rock, Daniel L",3.171481481481482
2010,Spring,ACCY,201,Accounting and Accountancy I,DIS,"Cantrell, Andrea M",3.2171739130434784
2014,Fall,ECON,506,Economic Statistics,LEC,"Toossi, Ali",3.21037037037037
2019,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Swigart, James P",2.5364285714285715
2010,Fall,BADM,350,IT for Networked Organizations,LCD,"Sachdev, Vishal",3.1585714285714284
2021,Spring,BADM,590,Brand Management,LCD,"Torelli, Carlos J",3.4825925925925927
2019,Fall,PHIL,101,Introduction to Philosophy,DIS,"Hensley, Ian M",2.939545454545454
2013,Fall,SPED,405,Gen Educator's Role in SPED,LCD,"Lee, Suzanne",3.6046875
2011,Fall,CHLH,314,Introduction to Aging,LEC,"Bobitt, Julie L",3.7222222222222223
2017,Fall,SOCW,200,Introduction to Social Work,,"Earls Larrison, Tara",3.1320833333333336
2015,Spring,CS,428,Software Engineering II,LCD,"Xie, Tao",3.6129729729729734
2012,Fall,CI,475,Teach Elem Rdg & Lang Arts I,LCD,"Kline, Sonia M",3.715
2017,Spring,ECON,414,Urban Economics,,"McMillen, Daniel P",2.9271875
2019,Spring,PHYS,211,University Physics: Mechanics,LEC,"Gadway, Bryce",3.0302693602693602
2013,Fall,MCB,170,Society and the Brain,LCD,"Anastasio, Thomas J",3.7451807228915666
2018,Fall,MACS,261,Survey of World Cinema I,LEC,"Long, Derek R",2.8892857142857147
2011,Spring,ECON,102,Microeconomic Principles,Q,"Riley, Blake",3.1724137931034484
2017,Fall,FIN,300,Financial Markets,,"Waspi, Kevin G",2.110740740740741
2011,Spring,DANC,109,Ballet III,LAB,"Hook, Sara",3.884782608695652
2014,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.7395652173913048
2011,Summer,FIN,300,Financial Markets,LCD,"Waspi, Kevin G",2.4770454545454546
2011,Fall,ANTH,199,"Chinese Science, Tech & Med.",LCD,"Chen, Junjie",3.333333333333334
2017,Fall,BADM,313,Human Resource Management,,"Kim, Hyunsun",3.27
2018,Fall,RST,100,RST in Modern Society,LCD,"Shinew, Kimberly J",2.9970935960591136
2012,Fall,THEA,270,Relationships in Acting I,LBD,"Mitchell, Thomas O",3.8040740740740744
2020,Fall,SHS,120,"Child, Comm, & Lang Ability",ONL,"Wachtel, Jayne M",3.730769230769231
2015,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.609130434782609
2021,Spring,PHYS,401,Classical Physics Lab,OLC,"Filippini, Jeffrey P",2.637272727272727
2014,Fall,CHEM,103,General Chemistry Lab I,LAB,"Jackson, Bailey J",3.611166666666667
2010,Fall,IB,150,Organismal & Evolutionary Biol,DIS,"Hickox, Tracey E",3.590909090909091
2011,Fall,PHYS,487,Quantum Physics II,LEC,"Dahmen, Karin A",3.3446875
2020,Fall,ECE,220,Computer Systems & Programming,OLC,"Hu, Yih-Chun",2.9421153846153847
2018,Spring,MACS,101,Intro to the Media,,"Wilson, Kerry B",2.6932
2018,Spring,MACS,101,Intro to the Media,,"Kristensen, Morten Stinus",3.6446666666666667
2018,Fall,ECE,517,Nonlinear & Adaptive Control,DIS,"Liberzon, Daniel M",3.7978260869565217
2021,Fall,MSE,401,Thermodynamics of Materials,LEC,"Cahill, David G",2.9936082474226797
2020,Fall,CMN,462,Interpersonal Health Comm,ONL,"Thompson, Charee M",3.63037037037037
2014,Fall,ARCH,414,Baroque & Rococo Arch,LEC,"Minor, Heather H",3.4827659574468086
2011,Fall,BTW,250,Principles Bus Comm,LCD,"Gheba, Khaleel A",3.424545454545455
2017,Spring,GE,400,Engineering Law,,"Barich, Joseph M",3.591666666666667
2011,Fall,EPSY,575,Mixed Method Inquiry,LEC,"Greene, Jennifer C",3.6407692307692305
2014,Spring,CI,473,Literacy in Content Areas,LEC,"Dressman, Mark A",3.958472222222223
2019,Fall,HIST,286,US Gender History Since 1877,LCD,"Reagan, Leslie J",3.2011627906976745
